fecha,dato
2023-01-01,127.336
2023-02-01,128.046
2023-03-01,128.389
2023-04-01,128.363
2023-05-01,128.084
2023-06-01,128.214
2023-07-01,128.832
2023-08-01,129.545
2023-09-01,130.12
2023-10-01,130.609
2023-11-01,131.445
2023-12-01,132.373
